100000,101
100001,124
100002,111
100002,106
100003,111
100003,120
100004,104
100005,129
100006,123
100006,101
100007,110
100007,101
100008,127
100009,127
100010,111
100010,109
100011,118
100012,118
100012,129
100013,114
100014,114
100015,121
100016,123
100016,119
100016,104
100017,130
100018,101
100019,111
100020,128
100021,129
100022,117
100023,119
100024,118
100025,122
100026,104
100026,119
100027,127
100028,112
100029,121
100029,106
100030,128
100031,111
100031,102
100032,124
100032,111
100033,102
100034,106
100035,107
100036,123
100037,125
100037,116
100038,118
100039,107
100039,119
100039,123
100040,103
100041,116
100042,111
100043,106
100044,122
100045,124
100045,111
100046,111
100047,121
100047,123
100048,123
100049,102
100050,127
100050,115
100051,115
100052,116
100052,119
100053,128
100053,104
100054,115
100054,129
100055,113
100056,114
100056,124
100057,115
100058,103
100058,128
100059,127
100060,118
100061,104
100061,101
100062,124
100062,125
100063,109
100064,112
100064,103
100065,109
100066,126
100066,103
100067,124
100068,101
100069,117
100070,122
100071,123
100071,106
100072,117
100072,126
100073,118
100073,120
100074,125
100075,123
100075,105
100076,121
100077,119
100077,118
100078,111
100079,115
100080,117
100081,119
100082,116
100083,106
100083,105
100084,104
100085,103
100086,117
100086,130
100087,117
100088,115
100088,108
100089,107
100090,107
100090,102
100091,114
100091,126
100092,105
100093,109
100094,123
100095,128
100095,101
100096,102
100096,124
100097,107
100098,107
100099,128
100100,107
100100,108
100101,114
100102,116
100103,120
100104,122
100105,125
100106,108
100107,130
100107,105
100108,117
100109,103
100110,106
100111,103
100111,102
100112,119
100112,105
100113,109
100114,113
100114,121
100115,114
100116,101
100117,102
100118,127
100119,115
100120,121
100121,102
100122,121
100123,111
100123,106
100124,106
100125,107
100125,119
100125,122
100126,113
100127,106
100128,118
100129,104
100129,105
100130,108
100130,122
100131,102
100131,110
100132,128
100133,126
100134,111
100135,123
100136,128
100137,109
100138,116
100139,115
100140,110
100141,120
100142,102
100142,104
100143,120
100144,129
100145,130
100146,117
100147,104
100148,102
100149,124
100150,102
100151,125
100152,113
100153,113
100153,118
100154,110
100154,121
100155,103
100156,120
100156,119
100157,116
100157,130
100158,106
100159,108
100160,113
100161,127
100162,109
100163,129
100163,117
100164,114
100165,123
100166,129
100167,106
100168,123
100169,130
100170,110
100171,124
100172,128
100173,118
100174,119
100175,107
100175,114
100176,122
100177,116
100178,104
100178,110
100179,105
100180,122
100181,107
100182,125
100183,112
100184,114
100185,122
100186,117
100187,114
100187,110
100188,128
100189,115
100190,104
100190,101
100191,115
100191,122
100192,127
100193,121
100194,117
100194,127
100195,107
100196,124
100196,122
100197,107
100198,124
100198,112
100199,120
100199,121
100200,119
100200,129
100201,126
100202,107
100202,124
100203,123
100203,101
100204,129
100205,117
100205,130
100206,106
100207,107
100208,119
100209,107
100210,111
100211,130
100211,112
100212,127
100213,114
100214,128
100215,118
100216,113
100216,127
100216,119
100217,123
100217,105
100218,114
100218,127
100218,122
100219,102
100219,121
100220,118
100221,127
100222,101
100222,107
100222,113
100223,125
100224,119
100224,126
100224,118
100225,102
100226,116
100227,120
100227,106
100227,108
100228,119
100229,120
100229,108
100230,112
100231,126
100232,105
100232,113
100233,107
100233,127
100234,121
100235,124
100236,107
100237,114
100238,114
100239,109
100239,125
100240,129
100241,111
100242,123
100242,127
100243,125
100243,110
100244,119
100245,102
100245,111
100246,104
100247,103
100247,104
100247,101
100248,127
100249,109
100249,118
100250,107
100251,130
100251,125
100252,108
100252,101
100253,127
100254,128
100255,108
100256,103
100257,128
100257,119
100258,102
100259,106
100260,106
100261,121
100262,102
100263,117
100264,115
100265,120
100265,114
100266,118
100267,107
100267,123
100268,106
100269,127
100270,108
100271,111
100272,106
100273,130
100274,118
100274,123
100275,127
100275,107
100276,104
100276,108
100277,106
100277,112
100278,117
100279,123
100279,116
100279,107
100280,115
100281,110
100282,105
100283,125
100283,113
100284,103
100285,113
100285,125
100286,101
100287,126
100287,102
100288,104
100289,130
100290,121
100291,126
100291,101
100292,115
100292,108
100293,102
100293,107
100294,122
100294,120
100295,122
100295,128
100296,121
100296,116
100297,127
100298,118
100298,107
100299,118
100300,127
100301,115
100302,108
100302,106
100302,102
100303,119
100303,116
100304,110
100304,114
100304,121
100305,126
100305,112
100306,115
100306,120
100307,117
100308,107
100309,122
100309,113
100310,127
100310,106
100311,111
100312,128
100313,111
100314,120
100315,121
100315,104
100316,127
100316,126
100317,122
100317,126
100318,116
100318,105
100319,116
100320,117
100320,109
100321,102
100321,130
100322,104
100323,105
100324,110
100325,103
100325,128
100326,129
100326,116
100327,127
100327,111
100328,124
100329,110
100329,112
100330,129
100330,120
100331,108
100331,129
100332,126
100332,116
100332,117
100333,105
100334,127
100334,118
100335,119
100335,128
100336,116
100336,120
100337,118
100337,113
100338,110
100338,130
100339,113
100340,113
100341,107
100341,115
100342,115
100342,125
100343,111
100344,111
100344,129
100344,102
100345,118
100345,104
100346,118
100346,124
100347,120
100348,107
100349,113
100350,104
100351,101
100351,121
100352,118
100352,130
100353,126
100354,116
100354,119
100355,118
100355,127
100356,109
100357,115
100357,110
100358,126
100358,111
100359,107
100360,123
100360,102
100360,125
100361,103
100362,119
100362,123
100362,125
100363,113
100363,106
100364,129
100364,101
100365,118
100366,126
100367,127
100368,117
100369,125
100370,129
100370,117
100371,122
100372,103
100373,114
100373,108
100373,130
100374,128
100375,101
100376,108
100376,105
100377,126
100378,115
100378,125
100379,102
100379,122
100379,105
100380,103
100380,105
100381,106
100381,112
100381,111
100382,127
100383,102
100384,117
100384,106
100385,119
100385,102
100386,118
100386,124
100387,123
100387,108
100388,113
100388,102
100389,118
100390,122
100391,127
100392,108
100393,119
100394,119
100395,128
100396,121
100397,130
100398,107
100399,130
100400,111
100401,128
100401,110
100402,114
100402,102
100403,121
100403,120
100404,101
100404,129
100405,123
100406,116
100407,106
100407,113
100408,123
100409,110
100409,120
100410,126
100411,106
100412,106
100412,116
100413,129
100413,117
100414,124
100415,122
100415,118
100416,117
100416,125
100417,111
100418,105
100418,111
100419,110
100420,119
100420,121
100421,108
100422,117
100423,112
100424,123
100424,127
100425,106
100426,127
100426,114
100427,128
100428,129
100428,103
100429,103
100429,102
100430,101
100431,103
100431,104
100432,126
100432,116
100433,104
100434,125
100435,130
100436,113
100436,121
100437,108
100438,108
100439,113
100439,111
100439,129
100440,117
100440,101
100440,111
100441,123
100441,101
100442,123
100443,115
100444,103
100445,112
100446,127
100447,127
100448,121
100449,104
100449,108
100450,127
100451,120
100451,114
100452,109
100453,109
100453,120
100454,130
100454,104
100455,104
100455,112
100456,108
100457,120
100457,122
100457,116
100458,114
100459,109
100460,110
100460,128
100461,116
100461,129
100461,111
100462,114
100462,108
100463,109
100463,111
100464,124
100465,116
100466,121
100466,124
100467,115
100467,128
100468,112
100468,101
100469,106
100470,128
100470,109
100471,118
100472,130
100473,110
100474,103
100475,101
100475,116
100476,122
100477,121
100478,117
100479,105
100480,123
100481,121
100482,123
100483,104
100483,106
100484,124
100484,115
100485,119
100485,126
100486,120
100487,109
100488,103
100488,123
100489,116
100490,128
100491,128
100491,122
100492,119
100492,122
100493,116
100493,123
100494,109
100494,112
100494,123
100495,107
100495,110
100496,112
100497,128
100497,108
100498,124
100499,113
100500,113
100501,114
100502,123
100502,127
100503,108
100504,109
100504,126
100505,128
100505,110
100506,117
100507,130
100507,124
100508,117
100508,110
100508,122
100509,110
100509,128
100510,108
100510,111
100511,102
100512,112
100512,130
100513,103
100514,115
100514,126
100515,112
100515,108
100516,128
100516,115
100517,117
100518,117
100519,116
100519,125
100520,111
100521,124
100522,108
100522,115
100523,107
100524,130
100524,124
100525,114
100526,114
100527,104
100528,122
100528,103
100529,127
100529,129
100530,116
100530,119
100531,123
100531,119
100532,101
100533,114
100533,117
100534,127
100535,114
100535,128
100536,108
100537,111
100537,129
100537,116
100538,124
100539,116
100539,114
100539,126
100540,115
100541,101
100541,113
100542,109
100542,121
100543,120
100544,116
100545,119
100545,128
100546,117
100547,113
100548,107
100549,109
100549,107
100550,104
100551,102
100551,127
100552,101
100553,103
100553,107
100554,128
100554,103
100554,102
100555,128
100556,122
100557,114
100557,108
100558,130
100558,103
100559,107
