101000,107
101000,125
101000,128
101000,121
101001,114
101002,125
101002,123
101002,118
101003,127
101003,120
101004,107
101004,129
101004,126
101004,108
101005,110
101005,128
101005,125
101006,129
101006,116
101007,118
101008,111
101008,120
101008,112
101009,124
101009,127
101010,119
101010,126
101010,117
101011,112
101011,111
101011,121
101012,118
101012,115
101012,125
101013,130
101013,103
101013,129
101014,120
101015,125
101015,109
101016,126
101017,123
101017,120
101017,127
101017,115
101018,103
101018,130
101018,123
101018,112
101019,128
101019,103
101019,101
101019,119
101020,104
101020,115
101020,111
101020,119
101021,118
101022,108
101022,106
101023,114
101024,118
101025,115
101025,109
101025,107
101025,121
101026,109
101026,110
101027,116
101027,101
101027,127
101028,127
101028,120
101029,115
101030,113
101030,109
101030,122
101030,124
101031,109
101032,118
101032,112
101032,105
101033,123
101034,120
101034,113
101034,115
101034,125
101035,108
101035,102
101036,113
101036,106
101036,115
101037,106
101038,116
101038,104
101038,115
101038,108
101039,125
101039,116
101040,127
101041,108
101041,114
101042,112
101042,105
101043,125
101043,127
101043,108
101044,121
101045,123
101045,121
101045,122
101046,125
101046,129
101047,106
101047,112
101048,114
101048,130
101048,105
101048,121
101049,128
101050,130
101050,111
101050,129
101050,120
101051,102
101051,128
101052,104
101052,117
101052,115
101052,113
101053,116
101053,118
101054,123
101054,101
101054,114
101055,115
101055,122
101055,109
101056,125
101056,123
101056,101
101057,130
101057,123
101058,120
101058,102
101059,125
101059,101
101059,129
101060,125
101060,124
101061,112
101062,115
101062,128
101063,102
101063,101
101063,110
101063,106
101064,105
101064,119
101064,125
101065,123
101066,111
101066,104
101066,109
101067,123
101068,124
101068,102
101068,130
101069,116
101069,120
101070,119
101070,128
101070,106
101070,123
101071,125
101072,105
101073,124
101073,112
101073,113
101073,116
101074,108
101075,110
101075,101
101075,116
101075,125
101076,117
101077,119
101077,111
101078,111
101078,122
101079,110
101079,108
101079,101
101080,105
101080,112
101080,121
101080,113
101081,102
101081,116
101081,130
101082,124
101082,115
101082,102
101082,114
101083,113
101084,110
101084,115
101084,103
101084,112
101085,124
101085,120
101085,130
101086,115
101087,111
101088,129
101088,127
101089,102
101089,126
101089,118
101089,119
101090,129
101090,121
101090,124
101090,130
101091,107
101091,122
101092,115
101092,125
101092,107
101093,109
101093,128
101093,112
101094,109
101094,112
101094,114
101094,121
101095,123
101095,120
101095,110
101095,129
101096,129
101096,126
101097,121
101098,128
101098,116
101099,120
101099,128
